time,mean,low_limit,upper_limit
6.809,0.0003926661418014729,0.00013635851138929248,0.0008960616982395613
6.81,0.0003928327741480019,0.00013686949147261013,0.0008976619255384492
6.811,0.00039308764784302193,0.00013696435187212025,0.0008942216865963288
6.812,0.00039335229627613153,0.000137899405974456,0.0008931923609189186
6.813,0.0003933025318219198,0.000137504403855935,0.0008970888290935065
6.814,0.0003936526096908992,0.00013795161789393847,0.0009000402745529061
6.815,0.0003937052321991925,0.00013816384199892535,0.0009000982867440159
6.816,0.0003939081715327442,0.00013808087232882588,0.00090125168096095
6.817,0.00039413125100042854,0.00013853633871450282,0.0008983535488226599
6.818,0.0003941605189651317,0.00013835458237046526,0.0008981702556721141
6.819,0.0003941061374488734,0.00013831669790252224,0.0008916126790720798
6.82,0.0003941453836177,0.00013863525638781052,0.0008944540377940945
6.821,0.00039432610932562203,0.00013842497279844063,0.0008941645169322284
6.822,0.0003942571814797694,0.00013852121926057574,0.0008989132332984486
6.823,0.00039440039398372275,0.00013818406682649883,0.0008992588399613519
6.824,0.00039433222945346925,0.00013741041346561827,0.0008938796637859576
6.825,0.00039461298438838637,0.0001376447311814977,0.0008928756811143503
6.826,0.00039464490382726166,0.00013776986666804117,0.0008948317834904284
6.827,0.00039474412971134403,0.00013783965167534835,0.0008974541282609144
6.828,0.00039472763030823783,0.00013760666496252235,0.000893304626035389
6.829,0.0003948656345265331,0.00013760841982084885,0.0008883524239966156
6.83,0.0003949199591662143,0.00013752932659248619,0.0008866194382905928
6.831,0.00039507111952566794,0.00013805473896060273,0.0008889659826396719
6.832,0.00039515940268397727,0.00013868927228420408,0.0008857453988965694
6.833,0.0003952082118660898,0.00013898976423152345,0.0008879580644195646
6.834,0.00039535901189407825,0.0001393864322878046,0.0008900962717235095
6.835,0.0003954236760783321,0.00014001467072050463,0.000885995001930828
6.836,0.00039534579204632936,0.000139925270246254,0.0008871320512031002
6.837,0.0003955677481855942,0.00013954050574648287,0.0008872481691316274
6.838,0.0003956653361404237,0.00013957144793897886,0.0008885271952235029
6.839,0.00039584154307746247,0.00013941860231460315,0.0008864667451978874
6.84,0.0003960706481390753,0.0001390992928603054,0.0008891147049735805
6.841,0.0003961650433917375,0.00013987096553435703,0.0008907576094642009
6.842,0.000396235336452308,0.00013956039876496695,0.0008951445931664062
6.843,0.0003965784672311867,0.0001392813334717604,0.0008979467542925917
6.844,0.0003965511044231275,0.00013970060362729846,0.0008990928646772187
6.845,0.0003964598227778374,0.0001401279923148348,0.000898533390148082
6.846,0.0003965048398448243,0.000139677288327454,0.0009029150949763371
6.847,0.00039654224713374175,0.0001407819318265883,0.0009072517160622129
6.848,0.0003966707601056461,0.00014025978350702142,0.000907974402051286
6.849,0.00039686952694803756,0.00013948268450671345,0.0009052893584189994
6.85,0.0003968128421640729,0.00013957665566811575,0.0009073138655104032
6.851,0.00039693283371976696,0.00013918473677152762,0.0008978703392999325
6.852,0.00039697705105255,0.00013993352157112525,0.0008965646868085353
6.853,0.0003968736225639794,0.0001396354386212054,0.000892928212656171
6.854,0.0003970105254077519,0.00014030702954838576,0.0008957602972622808
6.855,0.0003972340588607092,0.00014072653346139093,0.0008978692065938095
6.856,0.0003974383255722018,0.00014048904200073272,0.0009083813416356429
6.857,0.0003975117487318554,0.00014028307335309419,0.0009112670147178447
6.858,0.000397536869110669,0.00014126465018921054,0.0009102361932707991
6.859,0.0003977350717186457,0.00014135746979519916,0.0009177759614329736
6.86,0.0003976788979713348,0.00014052550057044565,0.0009126451397000711
6.861,0.0003976998056623546,0.00014071878577986123,0.0009117955529853753
6.862,0.00039771998661224643,0.00014057038580080798,0.0009076406687315195
6.863,0.0003977551046134567,0.00014066498709868258,0.0009135334648076996
6.864,0.0003978021711558283,0.00014078372571934785,0.0009144642498552184
6.865,0.0003979641650245238,0.00014054562720172882,0.0009125897437942447
6.866,0.0003982064105527662,0.00014117058539516594,0.0009213505004661642
6.867,0.00039845724500067167,0.00014234620304627425,0.0009180162640571637
6.868,0.00039851889699159905,0.0001424954336855204,0.0009191394343446483
6.869,0.0003987199750304883,0.00014178893255884114,0.0009239178027777016
6.87,0.0003987708740784706,0.00014147015361549357,0.00092275213183193
6.871,0.0003987827160929729,0.00014199436628694055,0.0009249652603619074
6.872,0.0003988589424911947,0.00014135888929137124,0.0009249770471621341
6.873,0.00039886998951920956,0.00014163590086545155,0.0009331817405197062
6.874,0.0003989501994440605,0.0001410414239731093,0.0009374729806768504
6.875,0.00039927389857947316,0.00014066380976819024,0.0009327666479391645
6.876,0.00039950423712635947,0.00014014406678977706,0.0009212922279321424
6.877,0.0003996262770397894,0.00014025007568629628,0.0009233717097101625
6.878,0.00039960656138852735,0.00013978763663529217,0.0009216910150822543
6.879,0.0003996181148352473,0.00013942214230303323,0.000922619988209896
6.88,0.0003997545901485499,0.00013968667026645102,0.0009194780970373751
6.881,0.00039999383849082697,0.00014043766138822794,0.0009225080055396775
6.882,0.00040016446556254983,0.00014013559941166342,0.000926473243055442
6.883,0.0004000992572839406,0.00014080799011496848,0.0009251948465230803
6.884,0.0004002848900786509,0.00014157970396648755,0.0009301266667517229
6.885,0.00040022462278037135,0.00014170231463391203,0.0009287378528161326
6.886,0.00040044854766562127,0.00014177545175688254,0.000934209740044632
6.887,0.0004006604767110548,0.0001414693485085312,0.0009296899781786226
6.888,0.00040066371043582133,0.00014240017717220268,0.0009256079592272657
6.889,0.00040085034671441414,0.0001428307487892783,0.0009238078953754316
6.89,0.0004008928984097973,0.0001426213725122089,0.0009242101874857964
6.891,0.00040097941307586327,0.00014239007058693294,0.0009240162690894643
6.892,0.0004008430252301675,0.00014223040245502915,0.0009214636763923724
6.893,0.00040091271505597164,0.00014230229810452855,0.000919402315228145
6.894,0.0004012522438719256,0.0001408069339266322,0.0009238975732299179
6.895,0.00040139569080624264,0.00014084867190197482,0.0009281403364267373
6.896,0.00040151063343973155,0.00014087626803904507,0.0009284992068263839
6.897,0.0004015064553130981,0.0001414599774947357,0.0009335014634751519
6.898,0.0004018425388105679,0.000141684664043723,0.0009341804370200171
6.899,0.0004020142947077842,0.0001408283734722268,0.000937960986309554
6.9,0.00040235546027895175,0.00014157875893981188,0.0009419953964391861
6.901,0.0004023881354709616,0.00014081046912474318,0.0009457174537770874
6.902,0.00040239060599592106,0.00014066230680446432,0.0009497526943479668
6.903,0.00040263087775006064,0.00014136669357666813,0.0009475691555070776
6.904,0.00040274168580817514,0.0001412764809819581,0.0009432619849976645
6.905,0.0004025253502837542,0.00014120689528188292,0.0009455842110479558
6.906,0.00040244582992149006,0.00014061748796822399,0.0009398948786289003
6.907,0.00040252014810762,0.00014154026042547475,0.0009328752286452966
6.908,0.00040249992694856474,0.00014289751385340466,0.0009288507475140999
6.909,0.0004026247131333813,0.00014158703447272723,0.0009298919543415435
6.91,0.000402712897730244,0.0001419196664996659,0.0009323061158186695
6.911,0.000402819623019378,0.00014265356960182119,0.0009345546827228258
6.912,0.0004031472286850013,0.0001428326344852404,0.00092999045666158
6.913,0.0004031955932690542,0.00014328348086165536,0.0009317999320313448
6.914,0.0004032098569367428,0.00014266122745659466,0.0009348476594326087
6.915,0.0004032452342871693,0.0001442203000290635,0.0009372940604436503
6.916,0.0004032778591436931,0.00014393065651025318,0.0009364610533078663
6.917,0.00040325697641758107,0.0001432413085962273,0.000935444540047665
6.918,0.00040341644379780143,0.0001429028880096177,0.0009375167132513237
6.919,0.0004033297709636654,0.00014182449253099207,0.0009296552167296248
6.92,0.0004034920207726537,0.00014209790493137017,0.0009319780458680459
6.921,0.000403745607073404,0.00014264511935804125,0.000929935219538429
6.922,0.0004038778965408797,0.00014184073718091035,0.0009348747380085382
6.923,0.00040407148065135583,0.00014215471578131494,0.0009392987407049629
6.924,0.0004040717992384266,0.00014082294509285464,0.000942222349389434
6.925,0.00040401923864677604,0.0001397849379647523,0.0009407163352433773
6.926,0.00040419591535091463,0.00014047525245413573,0.0009416666816828667
6.927,0.0004042853444298356,0.00014128032338374258,0.0009467373612116489
6.928,0.00040428614777869126,0.00014099205041078383,0.0009482835603988945
6.929,0.0004045042605081731,0.00014071829615415664,0.0009425998456245365
6.93,0.00040446981925044945,0.00014055765727900285,0.0009467455304013764
6.931,0.0004045220760766823,0.00014011936676684288,0.0009483077691124004
6.932,0.0004047375427208725,0.0001404295032534076,0.0009446492093662858
6.933,0.00040467239210492906,0.00014116211216198772,0.0009449744266189823
6.934,0.0004047351874481914,0.00014070990871425612,0.0009368605063725076
6.935,0.00040472665653092327,0.00014054995980935432,0.0009424826224426641
6.936,0.0004049650184734562,0.00014118360162853838,0.0009448747070773592
6.937,0.00040518583699403015,0.00014155416534829518,0.0009405854015942356
6.938,0.0004052805554363239,0.00014068449777630907,0.0009449714084012019
6.939,0.00040557725709557065,0.0001409397568912642,0.0009465670735630293
6.94,0.0004056719196349004,0.00014151963392672017,0.0009404614563299895
6.941,0.00040584468188414495,0.00014103476861553277,0.0009417046644846113
6.942,0.0004056872608457943,0.00014115433884912223,0.0009433138774931175
6.943,0.0004055871793325109,0.00014095658089234253,0.0009424970974589836
6.944,0.00040561347895585667,0.0001401801107512856,0.0009439364748982781
6.945,0.00040555661949149034,0.00014026870280837186,0.0009485209813733702
6.946,0.0004053356758336919,0.00014071300886538644,0.0009458016578041066
6.947,0.00040546573156052915,0.00014054071402662836,0.000942399367267129
6.948,0.0004054853585879981,0.00014062659381778529,0.0009467583580126159
6.949,0.0004056784531868617,0.0001409516577985535,0.000947149725887201
6.95,0.0004054337061861557,0.0001419234018993664,0.0009387369297942607
6.951,0.00040560961968784387,0.00014132900091925316,0.0009382408291803161
6.952,0.0004057502744891919,0.00014115815848004886,0.0009406571337475494
6.953,0.00040585279942098536,0.000141632337314711,0.0009439686949494696
6.954,0.00040585266930860876,0.00014142127874579503,0.0009492113852371656
6.955,0.00040592644888214535,0.00014200857718163953,0.00094133022215674
6.956,0.0004061159209164027,0.00014175271217631492,0.0009457402529583193
6.957,0.00040616020273697556,0.0001414218575696251,0.0009504077143145566
6.958,0.00040630957209564206,0.00014213996924557497,0.0009502676915891827
6.959,0.00040622605933757314,0.00014300134562449926,0.0009500529065316972
6.96,0.0004062718554231815,0.00014271695851732387,0.0009612684021998326
6.961,0.0004063819804420558,0.0001423735477972643,0.0009596883597563018
6.962,0.0004063281101835746,0.00014298953800204623,0.0009608445899008477
6.963,0.00040626663244372235,0.00014312954718153,0.0009602940350591334
6.964,0.0004061686841827056,0.0001431505477334662,0.000961666060602475
6.965,0.0004061976162815265,0.00014294566676258558,0.0009658416349149865
6.966,0.00040641790632150256,0.00014310377431845213,0.0009638091101221956
6.967,0.00040665644241020426,0.00014362993223781826,0.0009628957588663151
6.968,0.00040667685415058616,0.00014490098336240035,0.0009663048007995969
6.969,0.0004070467268390361,0.00014416610000546998,0.0009695223555342173
6.97,0.00040695703041049785,0.0001447288155538812,0.0009646945593475466
6.971,0.00040720511844540274,0.00014413235246513905,0.0009645683594783324
6.972,0.0004075198074811667,0.00014379902432717304,0.000967375910110868
6.973,0.00040771408111022487,0.0001427175510024635,0.0009692248404237037
6.974,0.000407756987936264,0.00014328407930607934,0.000968244987537961
6.975,0.000407870060676698,0.0001436721212443781,0.0009687502130298533
6.976,0.0004077362806835963,0.00014385414908090158,0.0009616934283472338
6.977,0.0004079623800955502,0.00014372797387524733,0.0009646816027553604
6.978,0.00040795500619417884,0.0001441368603896678,0.0009734529894882268
6.979,0.0004081949928912493,0.00014440324570035913,0.0009716032643190136
6.98,0.00040827971789193584,0.00014431120245837916,0.0009751601793993571
6.981,0.000408148665751077,0.00014420545962360166,0.0009703924662283351
6.982,0.000408138465545523,0.00014442761572581753,0.0009587186540062759
6.983,0.00040799750808221855,0.00014401045440522165,0.0009537818461607662
6.984,0.00040798515114146293,0.00014440204827638893,0.0009536504751841779
6.985,0.0004083001019271403,0.0001449220699014277,0.0009620030927201736
6.986,0.0004085058149699584,0.00014576834472787966,0.0009647315629880069
6.987,0.00040858167370735833,0.00014524278536444195,0.0009633020501651855
6.988,0.00040850065233897294,0.00014532622120147146,0.0009610813046007167
6.989,0.00040860180480405215,0.00014563683927015374,0.0009581378311808023
6.99,0.00040841720029024457,0.00014509273677953304,0.0009581750849893632
6.991,0.00040844927330530094,0.0001447049147679302,0.0009587688600976577
6.992,0.00040840607921812505,0.0001443722454691046,0.0009601340421117484
6.993,0.0004083658708137861,0.00014384667430798206,0.000961631653137492
6.994,0.0004083875924991355,0.00014477677930396419,0.0009600643020431716
6.995,0.0004083396730109643,0.00014484820347407938,0.0009639248138735141
6.996,0.0004082497569676775,0.00014517392007993362,0.0009654339003659646
6.997,0.00040810821963762993,0.0001457424805876681,0.0009707149130179858
6.998,0.00040809794447218314,0.00014679058079716643,0.0009678513409852212
6.999,0.0004082922171785269,0.00014660517182479068,0.0009679940076187088
7.0,0.0004083008240845778,0.00014660848832240132,0.0009633059228078465
7.001,0.0004083908446143118,0.00014617820540813224,0.0009586732930271507
7.002,0.00040846251400353473,0.0001455077529130706,0.000954089031016646
7.003,0.0004085645200033451,0.00014594139219773617,0.0009605569610664094
7.004,0.0004086535550214958,0.0001451153088808109,0.0009630381757095773
7.005,0.00040867047250196933,0.00014564072627852993,0.0009622451503679499
7.006,0.00040867285151672503,0.00014559075861071067,0.0009610532583645015
7.007,0.00040878627560828897,0.00014610048712084916,0.0009605570029420734
7.008,0.0004088513642520328,0.00014588597906717423,0.0009571569060445163
7.009,0.0004088981528483801,0.00014526576143281697,0.0009550830278590976
7.01,0.00040881093400746513,0.0001451729472034853,0.0009502893006472831
7.011,0.00040908695988519316,0.00014499698746339395,0.0009538689654495698
7.012,0.00040920892249572905,0.00014630120960325966,0.00096602459466821
7.013,0.00040924327179765567,0.00014503029104451952,0.0009675823293956994
7.014,0.00040933003618826567,0.00014554577362450426,0.000967785354988912
7.015,0.0004094953416289291,0.00014531380838177032,0.0009696710358789503
7.016,0.000409534410577095,0.0001450101735881051,0.0009677892358627602
7.017,0.000409434100335666,0.000144589897827305,0.0009667504828081268
7.018,0.0004094139074929902,0.00014539754485015408,0.0009603181325515322
7.019,0.0004096272171464089,0.00014555922187070057,0.0009616608657352062
7.02,0.0004099410353494805,0.00014664244584168982,0.0009565792749677539
7.021,0.0004104019586960818,0.00014441570901616615,0.0009516618038213991
7.022,0.00041080932806572367,0.00014423886504512314,0.0009498788335575057
7.023,0.00041091543176166454,0.00014422697167282354,0.0009507521769287978
7.024,0.00041132731528776027,0.00014435959556399647,0.0009431476458981343
7.025,0.0004117869385780954,0.00014418222100883406,0.0009456866626132081
7.026,0.0004121351684556747,0.00014467395759292664,0.0009460902948419374
7.027,0.00041249979407812214,0.00014510721865490308,0.0009595219165747134
7.028,0.00041265688817854266,0.00014431852454560866,0.0009531190380310364
7.029,0.00041257545366099813,0.00014433381511198048,0.0009570151249886697
7.03,0.00041250463785586004,0.000144265309029743,0.0009544591095765192
7.031,0.0004127069559770073,0.0001444162655684932,0.0009578618735199949
7.032,0.00041290485975290815,0.00014458448303330304,0.0009610238305170326
7.033,0.000412971009172643,0.0001457992995132213,0.0009543401324811987
7.034,0.0004135015778205758,0.00014538046952638055,0.0009532569203307036
7.035,0.0004136056245433083,0.00014570492774651972,0.0009483628339206887
7.036,0.00041366982556531064,0.00014510453056933094,0.000949663060552302
7.037,0.0004138189896647183,0.0001452111150906091,0.0009529882127433968
7.038,0.0004137425296599023,0.00014423907164579704,0.0009493984040640979
7.039,0.0004138264968943409,0.00014375557775538522,0.0009512245702486919
7.04,0.000413691562728505,0.000144442579831971,0.0009491634185048246
7.041,0.0004136668995001125,0.0001445762768832314,0.0009507700331624484
7.042,0.0004138326853912886,0.0001448835769327846,0.00094875941748412
7.043,0.0004139433782649519,0.00014465394047652078,0.0009468331571960585
7.044,0.0004141760631758342,0.0001439693610012882,0.0009478943879047859
7.045,0.0004141879999679115,0.00014379510716834278,0.0009476710071288214
7.046,0.00041418950460733175,0.00014405039494086122,0.000944475821598859
7.047,0.0004143245120623421,0.00014478448836475056,0.0009417933014343525
7.048,0.00041465893017623957,0.00014444643379666472,0.0009434830522134821
7.049,0.0004147823798256169,0.0001434033738848334,0.0009433493719036678
7.05,0.00041499104442593355,0.00014372889238023994,0.0009492683282197752
7.051,0.0004148494817278254,0.00014421489748375516,0.0009475342657646418
7.052,0.0004151625509602424,0.00014420310942750392,0.0009471705196166209
7.053,0.00041519709884685097,0.00014553792505878568,0.0009494894312263417
7.054,0.00041529501732695713,0.00014522545256210782,0.0009517756653305196
7.055,0.0004154107980051235,0.00014510763995275358,0.0009631143695142634
7.056,0.00041538360531292014,0.00014522360387253443,0.0009577944087711368
7.057,0.00041545294677558135,0.00014505836152161936,0.0009580607593191485
7.058,0.0004155429204848418,0.00014452945629915635,0.0009494505476532974
7.059,0.0004154195322362157,0.0001452095214025355,0.0009533711161346714
7.06,0.0004155983091139416,0.00014476510173949057,0.0009530588401782121
7.061,0.0004158011900507183,0.00014522895786670475,0.000952956239090421
7.062,0.000416066308704985,0.00014529415937897635,0.0009554590181836664
7.063,0.00041621731758139546,0.0001453891254629907,0.0009515822695168668
7.064,0.0004161099966459273,0.00014504157971197265,0.0009600202226167384
7.065,0.00041613070481414006,0.00014534481658500095,0.0009638944993512154
7.066,0.00041633210620506465,0.00014487610026577634,0.0009606177518203467
7.067,0.00041621230256914504,0.000144465536673204,0.0009666955388971054
7.068,0.00041639947315496776,0.00014506644566665902,0.0009660359913026566
7.069,0.00041647801250470107,0.0001455015559620832,0.0009685507223493638
7.07,0.0004165367237840069,0.0001462059186433715,0.0009683101113111044
7.071,0.0004163934396181629,0.0001452750730892079,0.000969722423131196
7.072,0.00041657895017910876,0.00014555974129265136,0.0009718347741081918
7.073,0.0004166222649844212,0.0001455436618991087,0.0009759904361798441
7.074,0.00041679724323236594,0.00014459782689026334,0.0009722452400344156
7.075,0.0004168480252016833,0.0001439844032765414,0.0009691999404945942
7.076,0.0004170376045205825,0.00014331654843247998,0.0009664557446575548
7.077,0.00041715084104671895,0.00014412930163293985,0.0009620583788229448
7.078,0.0004172536432673585,0.00014468078974885423,0.0009673868191496051
7.079,0.00041730362644377326,0.00014443054716158467,0.0009740854232013328
7.08,0.0004171700341406641,0.00014354279921779015,0.0009709171921416268
7.081,0.0004170709924291774,0.00014384860153927355,0.0009709726659358763
7.082,0.00041697961098825315,0.00014362928303780046,0.0009661703878726378
7.083,0.000417147271624844,0.00014308651153461258,0.0009691066821383826
7.084,0.0004172354850276218,0.00014409850290361236,0.0009705860973723574
7.085,0.00041733046181827486,0.00014372545401010676,0.0009700002116554559
7.086,0.0004172513501926141,0.00014333211171265218,0.0009641532754675429
7.087,0.0004173463306901847,0.00014347980261988138,0.0009639358734459711
7.088,0.0004174199191873184,0.000143396136742491,0.0009709802235224964
7.089,0.0004175799015824053,0.00014264603651623195,0.0009755890769695974
7.09,0.00041778530738886794,0.00014298483495069962,0.000982676775084222
7.091,0.0004177914147652196,0.0001430424681671863,0.0009828171522680566
7.092,0.000417940423301626,0.00014357334707766162,0.0009837146077068088
7.093,0.00041785034991780176,0.00014326323540950805,0.0009877388478612649
7.094,0.0004178495468488965,0.00014335719032050392,0.0009890319885750038
7.095,0.00041786961041176645,0.00014404993330323557,0.0009888924759369735
7.096,0.0004180687952241754,0.00014472462691904504,0.0009882621150235104
7.097,0.0004179980071022706,0.0001440772733616554,0.0009924210825689502
7.098,0.00041817137654814857,0.00014442887818314339,0.0009968817831471238
7.099,0.00041819336451328905,0.00014529188950894694,0.0009924818417592263
7.1,0.000418444394331288,0.0001462878573564006,0.0009920828398550304
7.101,0.00041851877138505104,0.00014589968784107574,0.0009894202376254661
7.102,0.00041867940592849853,0.00014549708552442312,0.0009910061480519635
7.103,0.0004187562462019579,0.0001458271252039456,0.0009906606011894296
7.104,0.000418919667837119,0.00014653423702530387,0.0009835980211434557
7.105,0.00041917455879899495,0.00014699017077360451,0.0009918418668645606
7.106,0.0004191766400722076,0.0001458613662854956,0.0009949178393635176
7.107,0.0004191029042497802,0.00014585924838100592,0.0010016300498596527
7.108,0.00041893086307513277,0.00014449946632431914,0.0010028139020983446
7.109,0.00041914120206735194,0.0001443997783807928,0.001003339675968206
7.11,0.00041911158858386937,0.00014544654468778595,0.0010087871165762922
7.111,0.0004193278497253598,0.00014449773612570404,0.0010100811860281696
7.112,0.0004191630477826703,0.00014570976264095386,0.0010070550902398611
7.113,0.00041946372145810476,0.00014549010352125604,0.00100837107005095
7.114,0.00041961706257401786,0.00014655428870519226,0.0010107887376530472
7.115,0.000419853253272795,0.0001475273189561751,0.0010058096862196665
7.116,0.00041998540207440643,0.0001469671293853733,0.0010107649525470796
7.117,0.0004200446443739921,0.00014643459509681699,0.0010133762365663475
7.118,0.00042025259192241747,0.00014614669205936567,0.001017585324641059
7.119,0.0004201654143921906,0.0001457781090176959,0.0010178990358812984
7.12,0.00042021583583837815,0.00014643147694471076,0.0010101830777209005
7.121,0.0004203618085109372,0.00014623936200494365,0.0010076869850526211
7.122,0.0004203341749942358,0.00014649326411298255,0.0010138009720442275
7.123,0.0004205492731348102,0.0001469133622562273,0.0010137138710452037
7.124,0.00042085233791947364,0.00014594402167443065,0.0010158535685176765
7.125,0.00042081123969214807,0.00014573204785326425,0.0010182836147990134
7.126,0.00042085091035638095,0.00014470354090471158,0.0010191467865739892
7.127,0.0004209836248002879,0.00014459491979902783,0.0010236761585560793
7.128,0.0004213221184578087,0.00014503864832477248,0.0010267181411988638
7.129,0.00042145995068558863,0.00014489570859693663,0.0010328755014994185
7.13,0.0004215498655020621,0.00014458596178866528,0.0010281408655233954
7.131,0.0004218997793632548,0.00014428978931298062,0.001027512846698747
7.132,0.0004218551600280691,0.00014348229716147664,0.0010266315964063317
7.133,0.0004218600120534553,0.00014352740507145092,0.0010197791221456458
7.134,0.00042195150535731307,0.00014295668721144743,0.0010151405278318111
7.135,0.0004219747180289398,0.0001431497003709582,0.001007831085533492
7.136,0.00042198636007350997,0.00014363115749058385,0.0010087691236967222
7.137,0.0004220514604969836,0.00014390104349417386,0.0010066038315663423
7.138,0.0004221806465070059,0.00014410435179924516,0.0010035982949992861
7.139,0.00042224093912595045,0.00014398922327122057,0.0010047485011299962
7.14,0.00042224240941004946,0.00014323947929845772,0.0010107304183541515
7.141,0.00042225633207686224,0.00014337283748507257,0.001006801753049526
7.142,0.00042242055039194096,0.00014437673352199988,0.001005932404733485
7.143,0.00042252951401785014,0.00014391681590627918,0.0010104803902003991
7.144,0.0004224352767286355,0.00014329305359957789,0.0010124035244994305
7.145,0.00042258484110431574,0.0001432196509804508,0.0010107438948761252
7.146,0.000422767995501621,0.00014240871204622665,0.001007320621258225
7.147,0.00042279525761193646,0.00014209113603897127,0.0010029767290792386
7.148,0.00042282845660345045,0.0001416431400084984,0.0010037965259464031
7.149,0.00042280656133659837,0.00014206804534827008,0.00099590625814981
7.15,0.0004227338657278777,0.00014250789050926978,0.0009916825190519796
7.151,0.00042266347658536713,0.0001431319976175225,0.0009868703407385922
7.152,0.00042274401760854756,0.0001417885565512498,0.0009903656692593877
7.153,0.00042271736738918236,0.000141349995388894,0.0009834445955598388
7.154,0.00042287218461330893,0.00014211454799643332,0.0009828158695133094
7.155,0.0004231698488753012,0.0001426271211158566,0.000978418295221016
7.156,0.00042343078850649407,0.0001432619033460247,0.0009764542461535603
7.157,0.00042361317225161313,0.0001444874372308057,0.0009763683970631147
7.158,0.0004238993267414328,0.00014346197629439393,0.0009877889314559418
7.159,0.00042407136519796734,0.0001441067846753638,0.0009929317254368465
7.16,0.00042419011585453307,0.00014247654762705752,0.0009981829268390576
7.161,0.0004244148518803704,0.00014193371173458182,0.000999012364182138
7.162,0.000424414238297966,0.0001412191294006085,0.0009943933304649136
7.163,0.0004247060432774793,0.0001412077357202096,0.001002362126007354
7.164,0.00042472222235917447,0.00014124486596574893,0.001005537304004898
7.165,0.0004247731355520714,0.00014059837187335998,0.0010032519310470213
7.166,0.00042487890058120646,0.00013985780198585466,0.0009955243368582
7.167,0.000425098310367601,0.00014051024545038083,0.0009993367858571016
7.168,0.0004254397868095793,0.0001406228327446402,0.001004817358239486
7.169,0.00042548354589172705,0.00014057130152955147,0.0010011384779930704
7.17,0.00042569333666111445,0.00014147513770577767,0.0010046180032277489
7.171,0.0004256152853409132,0.0001417499504804254,0.001012858292022513
7.172,0.0004257748150401561,0.00014178859521483673,0.0010105448481060573
7.173,0.00042606622245886145,0.00014214683474543592,0.0010138384205192938
7.174,0.0004261439765811341,0.00014288015028038754,0.0010223406764316083
7.175,0.00042628995321629864,0.00014337371074618692,0.001021973226226955
7.176,0.00042641990225265956,0.00014339139810841807,0.0010188463017708517
7.177,0.0004266989011617581,0.00014232012379106015,0.0010196786039703967
7.178,0.000426674174313871,0.00014256134676641125,0.0010214529744563116
7.179,0.0004265150526829457,0.0001419641045568156,0.0010206675262953142
7.18,0.0004263415285266145,0.00014170660867538604,0.0010277115771778888
7.181,0.00042645198221948625,0.00014216842445119693,0.001023132148565812
7.182,0.00042660769058663954,0.00014216007409507318,0.001024815674381563
7.183,0.0004266892778932003,0.00014205392050744967,0.0010249943913751636
7.184,0.0004267042589670707,0.00014157593198846168,0.0010269494575883412
7.185,0.00042679566554065855,0.00014184767711407473,0.0010243433795326944
7.186,0.00042691209779653296,0.00014238387234594493,0.0010325059645538313
7.187,0.00042712452445175093,0.00014281521533636584,0.0010311043388182895
7.188,0.00042762171948579114,0.00014226052687927646,0.0010323429906563637
7.189,0.0004278161073581706,0.00014165111341252158,0.0010355364644348145
7.19,0.00042764226725378545,0.0001416413996986421,0.0010376994470133781
7.191,0.00042774721064937253,0.00014210285363643963,0.0010425621017518892
7.192,0.0004278906558344376,0.00014400580253010812,0.0010378546458476418
7.193,0.00042800249767120576,0.00014392310314872796,0.0010459640421316351
7.194,0.00042799084977742996,0.00014496031014833482,0.0010489960268396004
7.195,0.00042790771681852283,0.00014554157139738243,0.0010488521356709995
7.196,0.0004279486295571387,0.00014502400797073372,0.0010454890377484091
7.197,0.00042780524438854457,0.0001454644760173297,0.0010477922664295755
7.198,0.000427842119618436,0.0001444500687596718,0.0010455644698165317
7.199,0.0004279529453514623,0.00014468423286519044,0.001048086183258227
7.2,0.00042816175125929553,0.0001445326231562245,0.0010493443083161534
7.201,0.0004282769358291718,0.00014361690623311915,0.0010495982068929122
7.202,0.00042827635063237015,0.00014335396148940424,0.0010437494741965514
7.203,0.00042845654771695064,0.00014345316154819256,0.0010453568275789358
7.204,0.00042861067762956894,0.0001429553294830576,0.0010444326726929479
7.205,0.00042884376214144873,0.0001433757609902072,0.0010424408816293662
7.206,0.0004288408838458069,0.0001439949670686971,0.0010472125221847991
7.207,0.00042877369736316707,0.00014378846783873582,0.0010473844307647515
7.208,0.00042888714138692504,0.00014334121442201718,0.0010471483535549673
7.209,0.00042881905495755407,0.00014332791765286966,0.0010445347462032166
7.21,0.0004290791983357303,0.00014334215441755014,0.001042525937498141
7.211,0.00042910207544491697,0.00014405139083752269,0.0010453589851443495
7.212,0.0004293073977192774,0.0001440702429775525,0.0010486721551027259
7.213,0.00042933678909922915,0.000143596704768546,0.001050229035270694
7.214,0.00042944480007785197,0.00014355107578463641,0.00105291791058231
7.215,0.0004295717724234778,0.00014387975451693067,0.0010490308270710651
7.216,0.00042995057045919997,0.00014506177620221458,0.001058022300842557
7.217,0.00042977618174390984,0.00014408009858893787,0.0010623133869459484
7.218,0.00042997372656133605,0.00014436619892188243,0.001058086642309816
7.219,0.000429971747753096,0.00014466099811512255,0.001056419019475465
7.22,0.0004298504218095376,0.00014457499220819203,0.0010527210977982668
7.221,0.00042994345083775484,0.00014507406209112692,0.0010561852647337602
7.222,0.00042998990666678275,0.00014436534898897002,0.0010496247360993515
